id,sentence,security,reliability,NFR_boolean
comments.json_87,Holds the  CSV header from the  CSV Parser,0,0,0
comments.json_88,Holds the  CSV data from the  CSV Parser,0,0,0
comments.json_89,Holds the list of  Patient Beans for passing back to the  UI,0,0,0
comments.json_90,List of fields required to be in the  CSV,0,0,0
comments.json_91,List of valid fields which can be included in the  CSV,0,0,0
comments.json_92,Array to map the required field lists above to the uploaded  CSV header list (which may be in any order ),0,0,0
comments.json_93,Array to map the valid field lists above to the uploaded  CSV header list (which may be in any order ),0,0,0
comments.json_94,Patient DAO used to add patients to the  DB,0,0,0
comments.json_95,Auth DAO to provide authorization for the patient actions,1,0,1
comments.json_96,MID of the  HCP performing the request,0,0,0
comments.json_97,Accepts the  DAO factory and the  CSV stream from the view and parses it .,0,0,0
comments.json_98,Gets the patient list,0,0,0
comments.json_99,Gets the error list,0,0,0
comments.json_100,Builds the mappings between the local arrays and the  CSV file Also checks for missing required  duplicate  and invalid fields,0,1,1
comments.json_101,Creates the patients and adds them to the  DB,0,0,0
comments.json_102,TODO,0,0,0
comments.json_103,TODO,0,0,0
comments.json_104,TODO,0,0,0
comments.json_105,TODO,0,0,0
comments.json_106,TODO,0,0,0
comments.json_107,TODO,0,0,0
comments.json_108,TODO,0,0,0
comments.json_109,TODO,0,0,0
comments.json_110,TODO,0,0,0
comments.json_111,TODO,0,0,0
comments.json_112,Used for  Add  Personnel page (add Personnel .jsp ). This just adds an empty  PHA   creates a random password for them.,0,0,0
comments.json_113,Sets up the defaults for the class,0,0,0
comments.json_114,Adds the new user .  Event is logged .,0,0,0
comments.json_115,Handles adding remote monitoring patient data to the database,0,0,0
comments.json_116,Constructor,0,0,0
comments.json_117,Adds a patient 's telemedicine data to the database .,0,0,0
comments.json_118,Store in  DB,0,0,0
comments.json_119,returns the patient name,0,0,0
comments.json_120,Add Sleep Entry Action .java Version 1 4/6/2015 Copyright notice: none Responsible for adding a new sleep entry to a patient's Sleep Diary.,0,0,0
comments.json_121,Uses the factory to instantiate the  Sleep Entry DAO            which DAOFactory to use            who is currently logged in,0,0,0
comments.json_122,Adds a new sleep entry to the sleep diary of the specified patient . Currently it checks to ensure that the patient whose sleep dairy we are adding to is the logged in patient  and that the patient exists. Since only patients can add to only their own sleep diaries  we do not need the MID of the patient whose sleep diary we are adding to  we just use the MID of the logged in user.            the SleepEntryBean to add to the sleep Diary         a string saying there was an error,1,0,1
comments.json_123,Used for  Add  Personnel page (add Personnel .jsp ). This just adds an empty  HCP / UAP   creates a random password for them.,0,0,0
comments.json_124,Sets up the defaults for the class,0,0,0
comments.json_125,Adds the new user .  Event is logged .,0,0,0
comments.json_126,Appt Action,0,0,0
comments.json_127,appt DAO,0,0,0
comments.json_128,patient DAO,0,0,0
comments.json_129,personnel DAO,0,0,0
comments.json_130,Appt Action,0,0,0
comments.json_131,Driver method to get all appointment conflicts   used in jsp files,0,0,0
comments.json_132,returns a list of appointments that conflict for a given patient /hcp,0,0,0
comments.json_133,Gets a users 's name from their  MID,0,0,0
comments.json_134,Add Entry Action .java Version 1 4/2/2015 Copyright notice: none General behavior for adding entries to a Wellness Diary subcategory. Food Diary.,0,0,0
comments.json_135,Adds a new entry to its associated diary in the database .            the Bean to add.,0,0,0
comments.json_136,Deletes a diary entry from the db            the entry to delete,0,0,0
comments.json_137,Communicates changes between a  JSP page and the server for a given Wellness Diary entry.            the bean to be updated         the logged in user cannot edit this entry  and anything else is         the number of rows updated which should never exceed 1),0,0,0
comments.json_139,Base class for actions used to edit office visits .  This stores the  HCP id   patient id  and office visit id.,0,0,0
comments.json_141,An office visit that is initially unsaved .,0,0,0
comments.json_142,Get the  HCP id .,0,0,0
comments.json_143,An abstract class which contains functionalities common among all actions relating to inserting and editing office visits. Because all office visits are with a certain patient  OfficeVisitBaseAction extends PatientBaseAction. Use this class whenever you have a page which not only requires a patient MID  but an office visit ID. Pass those IDs to the constructor  and an exception will be thrown if they are not valid IDs (which should kick the user out to the home page). The concrete methods created by this class allow for its association with the unique identifier of a given office visit. These identifiers can also be verified for their correctness and existence.,0,1,1
comments.json_144,A database access object for dealing with office visits .,0,0,0
comments.json_145,The unique identifier of the office visit this action is associated with .,0,0,0
comments.json_146,The default constructor .            A database access object factory for supplying a runtime context.            The patient's MID as a String  to be passed to the super constructor (for PatientBaseAction)            The unique identifier of the office visit as a String.             If any of the supplied parameters is incorrect or there is a DB problem.,0,0,0
comments.json_147,Constructs an action that is initially unsaved .  Like the three -argument constructor except that the office visit id is a sentinel value and does not represent a valid office visit.,0,0,0
comments.json_148,Asserts whether this unique office visit identifier both exists and is associated with the patient in the database.            The presumed identifier as a String.             If the visit does not exist or if there is a DB problem.,0,0,0
comments.json_149,Indicates if the office visit has been saved or not .,0,0,0
comments.json_150,Raises an exception if the office visit has not been saved .  Otherwise   does nothing.,0,0,0
comments.json_151,For obtaining the unique identifier of the office visit this action is associated with .,0,0,0
comments.json_152,Converts all characters of the input string to their  HTML special characters equivalent representation . Explicitly  the less than symbol becomes lt  the greater than symbol becomes gt and a newline feed becomes br.            The string to encode.,0,0,0
comments.json_153,An abstract class for dealing with actions that require an associated patient . The concrete functionality provided by this class allows for asserting the correctness and existence of patients' MIDs. Use this class whenever your JSP requires a patient ID when it loads (e.g. editPatient.jsp). The patient string is passed to the constructor of this class and is checked for both format and existence. If the patient ID is wrong in any way  an exception is thrown  resulting in the user getting kicked out to the home page. Subclasses need not rewrite this functionality  and they are not held to any strict contract to extend this class.,0,1,1
comments.json_154,The database access object factory to associate this with a runtime context .,0,0,0
comments.json_155,Stores the  MID of the patient associated with this action .,0,0,0
comments.json_156,The default constructor .            A factory to create a database access object.            The patient's ID to associate with this action.             If the patient's ID is incorrect or there is a DB problem.,0,0,0
comments.json_157,Asserts whether the input is a valid   existing patient 's  MID .            The presumed MID             If the patient does not exist or there is a DB Problem.,0,1,1
comments.json_158,Retrieves the identifier of the patient as a long .,0,0,0
comments.json_159,An abstract class for dealing with actions that require an associated personnel . The concrete functionality provided by this class allows for asserting the correctness and existence of personnel' MIDs. Use this class whenever your JSP requires a personnel ID when it loads (e.g. editPatient.jsp). The patient string is passed to the constructor of this class and is checked for both format and existence. If the patient ID is wrong in any way  an exception is thrown  resulting in the user getting kicked out to the home page. Subclasses need not rewrite this functionality  and they are not held to any strict contract to extend this class.,0,1,1
comments.json_160,The database access object factory to associate this with a runtime context .,0,0,0
comments.json_161,Stores the  MID of the personnel associated with this action .,0,0,0
comments.json_162,The default constructor .            A factory to create a database access object.            The personnel's ID to associate with this action.             If the personnel's ID is incorrect or there is a DB problem.,0,0,0
comments.json_163,Asserts whether the input is a valid   existing personnel 's  MID .            The presumed MID             If the personnel does not exist or there is a DB Problem.,0,1,1
comments.json_164,Retrieves the identifier of the patient as a long .,0,0,0
comments.json_165,View Entry Action .java Version 1 4/2/2015 Copyright notice: none General behavior for viewing entries in the Wellness Diary. Food Diary.,0,0,0
comments.json_166,Gets all entries in the diary for a given patient .            the id of the patient whose diary we want,0,0,0
comments.json_167,Gets the totals relevant to the specific  Wellness Diary page  sorted by day.            the patient we are looking at         a user has an entry in his diary,0,0,0
comments.json_168,Returns a list of diary entries between two dates .            the first date            the second date,0,0,0
comments.json_169,Gets the totals relevant to the specific  Wellness  Diary page  bound between two dates  sorted by entry date.            the first date            the second date            the patient we are looking at         day in the bounded range.,0,0,0
comments.json_170,Manages resetting the password  Used by reset Password .jsp,0,0,0
comments.json_171,Set up defaults,0,0,0
comments.json_172,Changes the password for the given mid,0,0,0
comments.json_173,Make sure old password is valid,0,1,1
comments.json_174,Make sure new passwords match,0,1,1
comments.json_175,Validate password . Must contain a letter   contain a number   and be a string of 5-20 alphanumeric characters,0,1,1
comments.json_176,Change the password,0,0,0
comments.json_177,TODO change the capacity in the byte array to match that of the original password,0,0,0
comments.json_178,Generate a new more secure hashed and randomly salted password based on the users new desired password passed in as a String.private String genPassword(String newpas){String pas = "";SecureRandom rand = new SecureRandom();byte newbie[] = new byte[32];sr.return pas;},1,0,1
comments.json_179,TODO : note   increasing password security will mean changing also how passwords are stored and retrieved to also include the salts for that hash,1,0,1
comments.json_180,generate a new salt for each time a user account is made,0,0,0
comments.json_181,Used to change the session timeout   session Timeout .jsp . Note that a change to this timeout only gets reflected on new sessions.,0,0,0
comments.json_182,Sets up defualts .,0,0,0
comments.json_183,Changes the session timeout   the complicated logic of this is somewhat regrettably in the  DAO              Pass the number of minutes in the form of a string  greater than 0.,0,0,0
comments.json_184,Returns the current session timeout in minutes   as reflected in the database,0,0,0
comments.json_186,The patient ID to be validated and used             This is thrown if a patient is added without any health records to be checked. Try to avoid             having this exception be thrown in a normal flow of events.,0,0,0
comments.json_187,Returns the  ID of the patient to be checked .,0,0,0
comments.json_188,Gives the full name of the patient,0,0,0
comments.json_189,Returns the risks for which this patient is at risk for . All logic has been passed to,0,0,0
comments.json_190,Used by the patient to declare  HC Ps as "designated "  in edit HC Ps .jsp .,0,0,0
comments.json_191,Sets up defaults            This patient,0,0,0
comments.json_192,Lists the declared  HC Ps for this current patient,0,0,0
comments.json_193,Validate an  HCP 's  MID and declare them   if possible            The MID of an HCP to declare,0,1,1
comments.json_194,Validate an  HCP 's  MID and undeclare them   if possible            The MID of an HCP to undeclare,0,1,1
comments.json_195,Delete Exercise Entry Action .java  Version 1 4/5/2105 Copyright notice : none Responsible for deleting an exercise entry from a patient's Exercise Diary.,0,0,0
comments.json_196,Uses the factory to instantiate the  Exercise Entry DAO            which DAOFactory to use            who is currently logged in,0,0,0
comments.json_197,Deletes a exercise entry from the db            the exercise entry to delete,0,0,0
comments.json_198,Delete Food Entry Action .java Version 1 2/26/2105 Copyright notice: none Responsible for deleting a food entry from a patient's Food Diary. I would like to include validation here that a patient is not trying to delete somebody else's food entry  but I do not see how to do that without querying the database first  and I would prefer to keep trips to db as low as possible.,0,1,1
comments.json_199,Uses the factory to instantiate the foodentrydao,0,0,0
comments.json_200,Deletes a food entry from the db,0,0,0
comments.json_201,Delete Sleep Entry Action .java Version 1 4/6/2105 Copyright notice: none Responsible for deleting an sleep entry from a patient's Sleep Diary.,0,0,0
comments.json_202,Uses the factory to instantiate the  Sleep Entry DAO            which DAOFactory to use            who is currently logged in,0,0,0
comments.json_203,Deletes a sleep entry from the db            the sleep entry to delete,0,0,0
comments.json_204,Responsible for allowing only designated nutritionists to view the Nutritional information of patients. Patients can declare their designated nutritionist,1,0,1
comments.json_205,Returns a list of all of the  HC Ps who have a specialty of Nutritionist,0,0,0
comments.json_206,Allows the patient to update who his designated nutritionist is . A patient may choose to have no designated nutritionist in which case no hcp may view his nutritional information. return 0 means nothing happened return -1 means the nutritionist is already his designated nutritionist return -2 means hcp is not a nutritionist return positive number means successful update,0,0,0
comments.json_207,If the  HCPID = -1 ( HCPID can never be -1)  then the  patient wishes to have ' None ' as his selected hcp and we will delete it. if not -1  we will try first to just update it  and assume that the patient already has a designated nutritionist  if not we will add 1 for him,0,0,0
comments.json_208,the patient wants to update it to his current nutritionist,0,0,0
comments.json_209,must first make sure the hcp in question has,0,0,0
comments.json_210,specialty of nutritionist,0,0,0
comments.json_211,Used by  Edit Drug Interaction .jsp to edit and get information about drug interactions .,0,0,0
comments.json_212,Sets up defaults,0,0,0
comments.json_213,Method to report an interaction,0,0,0
comments.json_214,Method to delete an interaction,0,0,0
comments.json_215,Method to return a list of drug interactions for a given drug,0,0,0
comments.json_216,Edit Appt Action,0,0,0
comments.json_217,Edit Appt Action,0,0,0
comments.json_218,Retrieves an appointment from the database   given its  ID . Returns null if there is no match  or multiple matches.,0,0,0
comments.json_219,Updates an existing appointment,0,0,0
comments.json_220,Removes an existing appointment,0,0,0
comments.json_222,Handle patients  Diagnosis Edit Diagnosis Add Diagnosis Remove Diagnosis,0,0,0
comments.json_223,Edit Exercise Entry Action .java Version 1 4/5/2105 Copyright notice: none Responsible for editing a exercise entry from a patient's Exercise Diary.,0,0,0
comments.json_224,Uses the factory to instantiate the  Exercise Entry DAO,0,0,0
comments.json_225,Edits the exercise entry of a patient . It first checks to make sure that the patient has the ability to edit this exercise entry because it belongs to him. Patients should only be able to edit entries that belong to them. -1 means the logged in user cannot edit this exercise entry  and anything else is the number of rows updated which should never exceed 1),1,0,1
comments.json_226,try to validate it,0,1,1
comments.json_227,Edit Food Entry Action .java Version 1 2/26/2105 Copyright notice: none Responsible for editing a food entry from a patient's Food Diary.,0,0,0
comments.json_228,Uses the factory to instantiate the foodentrydao,0,0,0
comments.json_229,Edits the food entry of a patient . It first checks to make sure that the patient has the ability to edit this food entry because it belongs to him. Patients should only be able to edit entries that belong to them. -1 means the logged in user cannot edit this food entry  and anything else is the number of rows updated which should never exceed 1),1,0,1
comments.json_230,try to validate it,0,1,1
comments.json_231,Edits the health history of a patient   used by view Basic Health .jsp,0,0,0
comments.json_232,The number of months in a year,0,0,0
comments.json_233,The number of months in 3 years,0,0,0
comments.json_234,The number of months in 12 years,0,0,0
comments.json_235,The patient  ID is validated by the superclass,0,1,1
comments.json_237,returns the patient name,0,0,0
comments.json_238,Sets patient age for form validation when adding a new health record,0,1,1
comments.json_239,Adds a health record for the given patient,0,0,0
comments.json_240,If there is already an existing health record with the specified office visit  ID,0,0,0
comments.json_241,Remove the health record before adding a new one,0,0,0
comments.json_242,Moves the information from the form to a  Health Record for a baby,0,0,0
comments.json_243,Moves the information from the form to a  Health Record for a youth,0,0,0
comments.json_244,Moves the information from the form to a  Health Record for an adult,0,0,0
comments.json_245,Returns a list of all  Health Records for the given patient,0,0,0
comments.json_246,Returns a  Health Record related to a specific office visit  ID,0,0,0
comments.json_247,Removes a specific HealthRecord by office visit ID,0,0,0
comments.json_248,Get patient 's age in months by taking an office visit date and comparing it with the patient 's date of birth.,0,0,0
comments.json_249,Create int for patient 's age in months,0,0,0
comments.json_250,Get the patient 's birthdate,0,0,0
comments.json_251,Split the patient 's birthdate into day   month   and year,0,0,0
comments.json_252,Split the office visit date into day month and year,0,0,0
comments.json_253,Calculate the year   month   and day differences,0,0,0
comments.json_254,Get the patient 's age in months by multiplying the year difference by 12,0,0,0
comments.json_255,and adding the month difference,0,0,0
comments.json_256,If the day difference is negative   subtract a month from the age,0,0,0
comments.json_257,Return the age in months,0,0,0
comments.json_258,Handle immunization for the patients Edit Immunizations Add Immunizations Delete Immunizations,0,0,0
comments.json_259,Handles lab procedures add lab procedure Edit lab procedure Remove lab procedure,0,0,0
comments.json_260,Edit Lab Procedures Action,0,0,0
comments.json_261,Edit Lab Procedures Action,0,0,0
comments.json_262,get Lab Procedures,0,0,0
comments.json_263,get Lab Procedure,0,0,0
comments.json_264,add Lab Procedure,0,0,0
comments.json_265,choose lab tech if not assigned in bean,0,0,0
comments.json_266,edit Lab Procedure,0,0,0
comments.json_267,delete Lab Procedure,0,0,0
comments.json_268,get Lab Techs,0,0,0
comments.json_269,get Lab Tech Name,0,0,0
comments.json_270,get Lab Tech Queue Size,0,0,0
comments.json_271,get Lab Tech Queue Size By Priority,0,0,0
comments.json_272,get Lab Procedure Codes,0,0,0
comments.json_273,Handles changes (adds and removes ) to the monitoring list for a certain  HCP .,0,0,0
comments.json_274,Constructor,0,0,0
comments.json_275,Adds a patient to the current  HCP 's remote monitoring listOrdered by Systolic Blood Pressure  Diastolic Blood Pressure  Glucose Level  Weight  Pedometer Reading.,0,0,0
comments.json_276,Removes a patient from the current  HCP 's remote monitoring list,0,0,0
comments.json_277,Returns whether a patient is in an  HCP 's list already,0,0,0
comments.json_278,returns the patient name,0,0,0
comments.json_279,Just the factory and logged in  MID,0,0,0
comments.json_280,Get the current flag bean,0,0,0
comments.json_281,TODO set the calculation flags,0,0,0
comments.json_282,set the manual flags first to load from later and pull if twins is set,0,0,0
comments.json_283,Download the list of office visits for this patient,0,0,0
comments.json_284,Get  FHR flag,0,0,0
comments.json_285,Get  BP flag,0,0,0
comments.json_286,Weight flag processing,0,0,0
comments.json_287,can only do  BMI calculations if a normal office visit (with height /weight ) exists before  LMP,0,0,0
comments.json_288,check if any record trigges any flags,0,0,0
comments.json_289,Do weight gain stuff,0,0,0
comments.json_290,caluclate the original  BMI,0,0,0
comments.json_291,find the expected weight offsets in  BMI /weight tables,0,0,0
comments.json_292,This is the correct upper bound,0,0,0
comments.json_293,If not in expected twins range,0,0,0
comments.json_294,If not in expected range,0,0,0
comments.json_295,do fhr stuff,0,0,0
comments.json_296,do bp stuff,0,0,0
comments.json_297,Set weight flag if needed,0,0,0
comments.json_298,Edits the office visits of a patient  Used by edit Office Visit .jsp .  This exists in two states: saved and unsaved.  If unsaved  data cannot be saved to sub actions (if this is attempted  exceptions will be raised).  Once it is saved  however  the sub actions can be saved.,0,0,0
comments.json_299,Patient id and office visit id validated by super class,0,1,1
comments.json_300,Create an  Office Visit Action that is not yet associated with an actual office visit.  When update() is called  it will be saved.  Until then  any attempt to save health records  prescriptions  procedures  lab procedures  immunizations  or diagnoses will raise an exception.,0,0,0
comments.json_301,Used to update the sub actions once a office visit is saved .  Until this is called  attempting to save sub actions will raise an exception.,0,0,0
comments.json_302,Returns the office visit bean for the office visit,0,0,0
comments.json_303,Gets and returns the associated patient 's health history record .,0,0,0
comments.json_309,This is a list of all hospitals   ordered by the office visit 's hcp  FIRST,0,0,0
comments.json_310,Combines two lists of hospitals,0,0,0
comments.json_311,Updates the office visit with information from the form passed in .  If the office visit has not yet been saved  calling this method will save it as well as make the sub actions able to be saved.            information to update,0,0,0
comments.json_312,Helper that logs an office visit billing event .  The associated patient id   HCP id  and office visit id are automatically included. added with UC60,0,0,0
comments.json_313,Helper that logs an office visit event .  The associated patient id   HCP id  and office visit id are automatically included.,0,0,0
comments.json_314,Sends e-mail regarding the prescribed dangerous drug.,0,0,0
comments.json_315,Updates the office visit .,0,0,0
comments.json_316,has not been saved  a default OfficeVisitBean with the HCP id and patient id filled in.,0,0,0
comments.json_317,Update the office visit with the given data .  If the office visit has not yet been saved  this will save it and reinitialize the sub actions.,0,0,0
comments.json_319,Handle patients  Diagnosis Edit Diagnosis Add Diagnosis Remove Diagnosis,0,0,0
comments.json_320,Used for edit ophthalmology office visit page (edit Ophalmology OV Record .jsp ).,0,0,0
comments.json_321,ophthalmology OVDAO is the  DAO that retrieves the ophthalmology office  visit records from the database,0,0,0
comments.json_322,logged In MID is the  HCP that is logged in .,0,0,0
comments.json_323,logging Action is used to write to the log .,0,0,0
comments.json_324,Edit Ophthalmology OV Action is the constructor for this action class . It simply initializes the instance variables.,0,0,0
comments.json_325,Edits an existing ophthalmology office visit record .,0,0,0
comments.json_326,Used for editing ophthalmology office visit requests .,0,0,0
comments.json_327,ophthalmology OVDAO is the  DAO that retrieves the ophthalmology office  visit records from the database,0,0,0
comments.json_328,Edit Ophthalmology Schedule OV Action is the constructor for this action class . It simply initializes the instance variables.,0,0,0
comments.json_329,Edits an existing ophthalmology scheduled office visit record .,0,0,0
comments.json_330,Used for edit ophthalmology office visit page (edit Ophalmology Surgery Record .jsp ).,0,0,0
comments.json_331,ophthalmology Surgery DAO is the  DAO that retrieves the ophthalmology office  visit records from the database,0,0,0
comments.json_332,logged In MID is the  HCP that is logged in .,0,0,0
comments.json_333,logging Action is used to write to the log .,0,0,0
comments.json_334,Edit Ophthalmology Surgery Action is the constructor for this action class . It simply initializes the instance variables.,0,0,0
comments.json_335,Edits an existing ophthalmology office visit record .,0,0,0
comments.json_336,Edits a patient  Used by edit Patient .jsp,0,0,0
comments.json_337,The super class validates the patient id,0,1,1
comments.json_338,Takes the information out of the  Patient Bean param and updates the patient 's information            the new patient information,0,0,0
comments.json_339,Returns a  Patient Bean for the patient,0,0,0
comments.json_340,Creates and e -mail to inform the patient that their information has been updated .,0,0,0
comments.json_341,The  Date Of Deactivation Str of the  Patient Bean when not null indicates that the user has been deactivated .,0,0,0
comments.json_342,The  Date Of Deactivation Str of the  Patient Bean is null when the patient is activated,0,0,0
comments.json_343,If a  DB Exception occurs print a stack trace and return false,0,0,0
comments.json_344,If a  DB Exception occurs print a stack trace and return false,0,0,0
comments.json_345,Allows an  HCP to add /edit /delete patient instructions for an office visit .,0,0,0
comments.json_346,Creates an  Edit Patient Instructions Action for an existing office visit .,0,0,0
comments.json_347,Creates an  Edit Patient Instructions Action for an non -existent office visit.  Most methods will throw exceptions if built with this constructor.,0,0,0
comments.json_348,Get the list of patient instructions associated with the office visit .,0,0,0
comments.json_349,Add patient instructions to the office visit .,0,0,0
comments.json_350,Modify patient instruction in this office visit .,0,0,0
comments.json_351,Delete patient instructions from this office visit .,0,0,0
comments.json_352,Verify the contents of the given instruction bean .,0,0,0
comments.json_353,Edits the designated personnel  Used by admin /edit Personnel .jsp   staff /edit My Demographics .jsp   editPersonnel.jsp,0,0,0
comments.json_354,Super class validates the patient id,0,1,1
comments.json_355,Takes information from the personnel Form param and updates the patient            PersonnelBean with new information,0,0,0
comments.json_356,Edits the patient health record for a given patient  Used by edit PHR .jsp,0,0,0
comments.json_357,Super class validates the patient id,0,1,1
comments.json_358,Adds an allergy to the patient 's records,0,0,0
comments.json_359,now   set the ndcode if it happens to exist for the description,0,0,0
comments.json_360,adding loop that checks for allergy conflicts . The loop runs through every prescription bean and checks for conflict.,0,0,0
